symbol,name,exchange,is_etf,test_issue,yf_symbol,status
DYAI,"Dyadic International, Inc. - Common Stock",NASDAQ,N,N,DYAI,Active
DYN,"Dyne Therapeutics, Inc. - Common Stock",NASDAQ,N,N,DYN,Active
DYNC,Dynamix Corporation - Class A Ordinary Share,NASDAQ,N,N,DYNC,Active
DYOR,Insight Digital Partners II - Class A Ordinary Shares,NASDAQ,N,N,DYOR,Active
DYORW,Insight Digital Partners II - Warrants,NASDAQ,N,N,DYORW,Active
E,ENI S.p.A. Common Stock,NYSE,N,N,E,Active
EA,Electronic Arts Inc. - Common Stock,NASDAQ,N,N,EA,Active
EAF,GrafTech International Ltd. Common Stock,NYSE,N,N,EAF,Active
EAI,"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",NYSE,N,N,EAI,Active
EAT,"Brinker International, Inc. Common Stock",NYSE,N,N,EAT,Active
EBAY,eBay Inc. - Common Stock,NASDAQ,N,N,EBAY,Active
EBC,"Eastern Bankshares, Inc. - Common Stock",NASDAQ,N,N,EBC,Active
EBF,"Ennis, Inc. Common Stock",NYSE,N,N,EBF,Active
EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",NASDAQ,N,N,EBMT,Active
EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,NASDAQ,N,N,EBON,Active
EBS,Emergent BioSolutions Inc. Common Stock,NYSE,N,N,EBS,Active
ECBK,"ECB Bancorp, Inc. - Common Stock",NASDAQ,N,N,ECBK,Active
ECG,"Everus Construction Group, Inc. Common Stock",NYSE,N,N,ECG,Active
ECHO,EchoStar Corporation - Common stock,NASDAQ,N,N,ECHO,Active
ECL,Ecolab Inc. Common Stock,NYSE,N,N,ECL,Active
ECO,Okeanis Eco Tankers Corp. Common Stock,NYSE,N,N,ECO,Active
ECOR,"electroCore, Inc. - Common Stock",NASDAQ,N,N,ECOR,Active
ECPG,Encore Capital Group Inc - Common Stock,NASDAQ,N,N,ECPG,Active
ECVT,Ecovyst Inc. Common Stock,NYSE,N,N,ECVT,Active
ECX,ECARX Holdings Inc. - Class A Ordinary shares,NASDAQ,N,N,ECX,Active
ECXWW,ECARX Holdings Inc. - Warrants,NASDAQ,N,N,ECXWW,Active
ED,"Consolidated Edison, Inc. Common Stock",NYSE,N,N,ED,Active
EDBL,Edible Garden AG Incorporated - Common Stock,NASDAQ,N,N,EDBL,Active
EDHL,Everbright Digital Holding Limited - Ordinary Shares,NASDAQ,N,N,EDHL,Active
EDIT,"Editas Medicine, Inc. - Common Stock",NASDAQ,N,N,EDIT,Active
EDRY,EuroDry Ltd. - Common Shares,NASDAQ,N,N,EDRY,Active
EDSA,"Edesa Biotech, Inc. - Common Shares",NASDAQ,N,N,EDSA,Active
EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,NASDAQ,N,N,EDTK,Active
EDU,"New Oriental Education & Technology Group, Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands)",NYSE,N,N,EDU,Active
EDUC,Educational Development Corporation - Common Stock,NASDAQ,N,N,EDUC,Active
EE,"Excelerate Energy, Inc. Class A Common Stock",NYSE,N,N,EE,Active
EEFT,"Euronet Worldwide, Inc. - Common Stock",NASDAQ,N,N,EEFT,Active
EEIQ,EpicQuest Education Group International Limited - Common Stock,NASDAQ,N,N,EEIQ,Active
EFC,Ellington Financial Inc. Common Stock ,NYSE,N,N,EFC,Active
EFOI,"Energy Focus, Inc. - Common Stock",NASDAQ,N,N,EFOI,Active
EFOR,"Everforth, Inc. Common Stock",NYSE,N,N,EFOR,Active
EFSC,Enterprise Financial Services Corporation - Common Stock,NASDAQ,N,N,EFSC,Active
EFSI,Eagle Financial Services Inc - Common Stock,NASDAQ,N,N,EFSI,Active
EFTY,"Etoiles Capital Group Co., Ltd. - Class A Ordinary Shares",NASDAQ,N,N,EFTY,Active
EFX,"Equifax, Inc. Common Stock",NYSE,N,N,EFX,Active
EFXT,Enerflex Ltd Common Shares,NYSE,N,N,EFXT,Active
EG,"Everest Group, Ltd. Common Stock",NYSE,N,N,EG,Active
EGAN,eGain Corporation - Common Stock,NASDAQ,N,N,EGAN,Active
EGBN,"Eagle Bancorp, Inc. - Common Stock",NASDAQ,N,N,EGBN,Active
EGG,Enigmatig Limited Class A Ordinary Shares,NYSE American,N,N,EGG,Active
EGHA,EGH Acquisition Corp. - Class A ordinary shares,NASDAQ,N,N,EGHA,Active
EGHT,8x8 Inc - Common stock,NASDAQ,N,N,EGHT,Active
EGO,Eldorado Gold Corporation Ordinary Shares,NYSE,N,N,EGO,Active
EGP,"EastGroup Properties, Inc. Common Stock",NYSE,N,N,EGP,Active
EGY,"VAALCO Energy, Inc.  Common Stock",NYSE,N,N,EGY,Active
EH,EHang Holdings Limited - ADS,NASDAQ,N,N,EH,Active
EHC,Encompass Health Corporation Common Stock,NYSE,N,N,EHC,Active
EHGO,Eshallgo Inc. - Class A Ordinary Shares,NASDAQ,N,N,EHGO,Active
EHLD,Euroholdings Ltd. - Common Stock,NASDAQ,N,N,EHLD,Active
EHTH,"eHealth, Inc. - Common Stock",NASDAQ,N,N,EHTH,Active
EIC,Eagle Point Income Company Inc. Common Stock,NYSE,N,N,EIC,Active
EIG,Employers Holdings Inc Common Stock,NYSE,N,N,EIG,Active
EIKN,"Eikon Therapeutics, Inc. - Common Stock",NASDAQ,N,N,EIKN,Active
EIX,Edison International Common Stock,NYSE,N,N,EIX,Active
EJH,E-Home Household Service Holdings Limited - Ordinary shares,NASDAQ,N,N,EJH,Active
EL,"Estee Lauder Companies, Inc. (The) Common Stock",NYSE,N,N,EL,Active
ELA,Envela Corporation Common Stock,NYSE American,N,N,ELA,Active
ELAB,PMGC Holdings Inc. - Common Stock,NASDAQ,N,N,ELAB,Active
ELAN,Elanco Animal Health Incorporated Common Stock,NYSE,N,N,ELAN,Active
ELBM,Electra Battery Materials Corporation - Common Stock,NASDAQ,N,N,ELBM,Active
ELC,"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",NYSE,N,N,ELC,Active
ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ELDN,Active
ELE,Elemental Royalty Corporation - Common Stock,NASDAQ,N,N,ELE,Active
ELF,"e.l.f. Beauty, Inc. Common Stock",NYSE,N,N,ELF,Active
ELLO,Ellomay Capital Ltd Ordinary Shares (Israel),NYSE American,N,N,ELLO,Active
ELMD,"Electromed, Inc. Common Stock",NYSE American,N,N,ELMD,Active
ELME,Elme Communities Common Stock,NYSE,N,N,ELME,Active
ELMT,The Elmet Group Co. - Common Stock,NASDAQ,N,N,ELMT,Active
ELOG,Eastern International Ltd. - Ordinary Shares,NASDAQ,N,N,ELOG,Active
ELOX,"Eloxx Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ELOX,Active
ELPW,Elong Power Holding Limited - Class A Ordinary Shares,NASDAQ,N,N,ELPW,Active
ELS,"Equity Lifestyle Properties, Inc. Common Stock",NYSE,N,N,ELS,Active
ELSE,"Electro-Sensors, Inc. - Common Stock",NASDAQ,N,N,ELSE,Active
ELTK,Eltek Ltd. - Ordinary Shares,NASDAQ,N,N,ELTK,Active
ELTX,"Elicio Therapeutics, Inc. - Common Stock",NASDAQ,N,N,ELTX,Active
ELUT,"Elutia, Inc. - Class A Common Stock",NASDAQ,N,N,ELUT,Active
ELV,"Elevance Health, Inc. Common Stock",NYSE,N,N,ELV,Active
ELVA,Electrovaya Inc. - Common Shares,NASDAQ,N,N,ELVA,Active
ELVN,"Enliven Therapeutics, Inc.  - Common Stock",NASDAQ,N,N,ELVN,Active
ELVR,Elevra Lithium Limited - American Depository Shares,NASDAQ,N,N,ELVR,Active
ELWT,"Elauwit Connection, Inc. - Common Stock",NASDAQ,N,N,ELWT,Active
EMA,Emera Incorporated Common Shares,NYSE,N,N,EMA,Active
EMAT,Evolution Metals & Technologies Corp. - Common Stock,NASDAQ,N,N,EMAT,Active
EMBC,Embecta Corp. - Common Stock,NASDAQ,N,N,EMBC,Active
EMBJ,Embraer S.A. Common Stock,NYSE,N,N,EMBJ,Active
EME,"EMCOR Group, Inc. Common Stock",NYSE,N,N,EME,Active
EMIS,Emmis Acquisition Corp. - Class A Ordinary Share,NASDAQ,N,N,EMIS,Active
EML,Eastern Company (The) - Common Stock,NASDAQ,N,N,EML,Active
EMN,Eastman Chemical Company Common Stock,NYSE,N,N,EMN,Active
EMP,"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",NYSE,N,N,EMP,Active
EMPD,Empery Digital Inc. - Common stock,NASDAQ,N,N,EMPD,Active
EMPG,Empro Group Inc. - Ordinary shares,NASDAQ,N,N,EMPG,Active
EMR,Emerson Electric Company Common Stock,NYSE,N,N,EMR,Active
ENB,Enbridge Inc Common Stock,NYSE,N,N,ENB,Active
ENGN,enGene Therapeutics Inc. - Common Stock,NASDAQ,N,N,ENGN,Active
ENGNW,enGene Therapeutics Inc. - Warrants,NASDAQ,N,N,ENGNW,Active
ENGS,Energys Group Limited - Ordinary Shares,NASDAQ,N,N,ENGS,Active
ENHA,Enhanced Group Inc. Class A Common Stock,NYSE,N,N,ENHA,Active
ENJ,"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",NYSE,N,N,ENJ,Active
ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,NASDAQ,N,N,ENLT,Active
ENLV,Enlivex Ltd. - Ordinary Shares,NASDAQ,N,N,ENLV,Active
ENO,"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",NYSE,N,N,ENO,Active
ENOV,Enovis Corporation Common Stock,NYSE,N,N,ENOV,Active
ENPH,"Enphase Energy, Inc. - Common Stock",NASDAQ,N,N,ENPH,Active
ENR,"Energizer Holdings, Inc. Common Stock",NYSE,N,N,ENR,Active
ENRDW,Einride AB - Warrants,NASDAQ,N,N,ENRDW,Active
ENS,EnerSys Common Stock,NYSE,N,N,ENS,Active
ENSC,"Ensysce Biosciences, Inc. - Common Stock",NASDAQ,N,N,ENSC,Active
ENSG,"The Ensign Group, Inc. - Common Stock",NASDAQ,N,N,ENSG,Active
ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ENTA,Active
ENTG,"Entegris, Inc. - Common Stock",NASDAQ,N,N,ENTG,Active
ENTX,Entera Bio Ltd. - Ordinary Shares,NASDAQ,N,N,ENTX,Active
ENVA,"Enova International, Inc. Common Stock",NYSE,N,N,ENVA,Active
ENVB,"Enveric Biosciences, Inc.  - Common Stock",NASDAQ,N,N,ENVB,Active
ENVX,Enovix Corporation - Common Stock,NASDAQ,N,N,ENVX,Active
EOG,"EOG Resources, Inc. Common Stock",NYSE,N,N,EOG,Active
EOLS,"Evolus, Inc. - Common Stock",NASDAQ,N,N,EOLS,Active
EONR,EON Resources Inc. Class A Common Stock,NYSE American,N,N,EONR,Active
EOSE,"Eos Energy Enterprises, Inc. - Common Stock",NASDAQ,N,N,EOSE,Active
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,NYSE,N,N,EOT,Active
EP,Empire Petroleum Corporation Common Stock,NYSE American,N,N,EP,Active
EPAC,Enerpac Tool Group Corp. Common Stock,NYSE,N,N,EPAC,Active
EPAM,"EPAM Systems, Inc. Common Stock",NYSE,N,N,EPAM,Active
EPC,Edgewell Personal Care Company Common Stock,NYSE,N,N,EPC,Active
EPD,Enterprise Products Partners L.P. Common Stock,NYSE,N,N,EPD,Active
EPM,"Evolution Petroleum Corporation, Inc. Common Stock",NYSE American,N,N,EPM,Active
EPOW,E-Power Inc. - Class A Ordinary Shares,NASDAQ,N,N,EPOW,Active
EPR,EPR Properties Common Stock,NYSE,N,N,EPR,Active
EPRT,"Essential Properties Realty Trust, Inc. Common Stock",NYSE,N,N,EPRT,Active
EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,NASDAQ,N,N,EPRX,Active
EPSM,Epsium Enterprise Limited - Class A Ordinary Shares,NASDAQ,N,N,EPSM,Active
EPSN,Epsilon Energy Ltd. - Common Shares,NASDAQ,N,N,EPSN,Active
EQ,"Equillium, Inc. - Common Stock",NASDAQ,N,N,EQ,Active
EQBK,"Equity Bancshares, Inc. Class A Common Stock",NYSE,N,N,EQBK,Active
EQH,"Equitable Holdings, Inc. Common Stock",NYSE,N,N,EQH,Active
EQIX,"Equinix, Inc. - Common Stock",NASDAQ,N,N,EQIX,Active
EQNR,Equinor ASA,NYSE,N,N,EQNR,Active
EQPT,EquipmentShare.com Inc - Class A Common Stock,NASDAQ,N,N,EQPT,Active
EQS,"Equus Total Return, Inc. Common Stock",NYSE,N,N,EQS,Active
EQT,EQT Corporation Common Stock,NYSE,N,N,EQT,Active
EQX,Equinox Gold Corp. Common Shares,NYSE American,N,N,EQX,Active
ERAS,"Erasca, Inc. - Common Stock",NASDAQ,N,N,ERAS,Active
ERIE,Erie Indemnity Company - Class A Common Stock,NASDAQ,N,N,ERIE,Active
ERII,"Energy Recovery, Inc. - Common Stock",NASDAQ,N,N,ERII,Active
ERNA,Ernexa Therapeutics Inc. - Common Stock,NASDAQ,N,N,ERNA,Active
ERNAW,Ernexa Therapeutics Inc. - Warrants,NASDAQ,N,N,ERNAW,Active
ERO,Ero Copper Corp. Common Shares,NYSE,N,N,ERO,Active
EROC,"ERock, Inc. Class A Common Stock",NYSE,N,N,EROC,Active
EROK,"EagleRock Land, LLC Class A shares representing limited liability company interests",NYSE,N,N,EROK,Active
ES,Eversource Energy (D/B/A) Common Stock,NYSE,N,N,ES,Active
ESAB,ESAB Corporation Common Stock,NYSE,N,N,ESAB,Active
ESCA,"Escalade, Incorporated - Common Stock",NASDAQ,N,N,ESCA,Active
ESE,ESCO Technologies Inc. Common Stock,NYSE,N,N,ESE,Active
ESEA,Euroseas Ltd. - Common Stock,NASDAQ,N,N,ESEA,Active
ESI,Element Solutions Inc. Common Stock,NYSE,N,N,ESI,Active
ESLA,"Estrella Immunopharma, Inc. - Common Stock",NASDAQ,N,N,ESLA,Active
ESLT,Elbit Systems Ltd. - Ordinary Shares,NASDAQ,N,N,ESLT,Active
ESNT,Essent Group Ltd. Common Shares,NYSE,N,N,ESNT,Active
ESOA,Energy Services of America Corporation - Common Stock,NASDAQ,N,N,ESOA,Active
ESP,Espey Mfg. & Electronics Corp. Common Stock,NYSE American,N,N,ESP,Active
ESQ,"Esquire Financial Holdings, Inc. - Common Stock",NASDAQ,N,N,ESQ,Active
ESRT,"Empire State Realty Trust, Inc. Class A Common Stock",NYSE,N,N,ESRT,Active
ESS,"Essex Property Trust, Inc. Common Stock",NYSE,N,N,ESS,Active
ESTA,Establishment Labs Holdings Inc. - Common Shares,NASDAQ,N,N,ESTA,Active
ESTC,Elastic N.V. Ordinary Shares,NYSE,N,N,ESTC,Active
ETD,Ethan Allen Interiors Inc. Common Stock,NYSE,N,N,ETD,Active
ETN,"Eaton Corporation, PLC Ordinary Shares",NYSE,N,N,ETN,Active
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,NYSE,N,N,ETO,Active
ETON,"Eton Pharmaceuticals, Inc. - Common Stock",NASDAQ,N,N,ETON,Active
ETOR,eToro Group Ltd. - Class A Common Shares,NASDAQ,N,N,ETOR,Active
ETR,Entergy Corporation Common Stock,NYSE,N,N,ETR,Active
ETS,Elite Express Holding Inc. - Class A Common Stock,NASDAQ,N,N,ETS,Active
ETSS,Energy Transition Special Opportunities Class A Ordinary Shares,NYSE,N,N,ETSS,Active
ETSY,"Etsy, Inc. Common Stock",NYSE,N,N,ETSY,Active
EU,enCore Energy Corp. - Common Stock,NASDAQ,N,N,EU,Active
EUDA,Euda Health Holdings Limited - Ordinary Shares,NASDAQ,N,N,EUDA,Active
EURK,Eureka Acquisition Corp - Class A Ordinary Share,NASDAQ,N,N,EURK,Active
EVAC,EQV Ventures Acquisition Corp. II Class A Ordinary Shares,NYSE,N,N,EVAC,Active
EVC,Entravision Communications Corporation Common Stock,NYSE,N,N,EVC,Active
EVCM,EverCommerce Inc. - Common Stock,NASDAQ,N,N,EVCM,Active
EVER,"EverQuote, Inc. - Class A Common Stock",NASDAQ,N,N,EVER,Active
EVEX,"Eve Holding, Inc. Common Stock",NYSE,N,N,EVEX,Active
EVF,Eaton Vance Senior Income Trust Common Stock,NYSE,N,N,EVF,Active
EVGN,Evogene Ltd. - Ordinary Shares,NASDAQ,N,N,EVGN,Active
EVGO,EVgo Inc. - Common Stock,NASDAQ,N,N,EVGO,Active
EVH,"Evolent Health, Inc Class A Common Stock",NYSE,N,N,EVH,Active
EVI,"EVI Industries, Inc.  Common Stock",NYSE American,N,N,EVI,Active
EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",NASDAQ,N,N,EVLV,Active
EVMN,"Evommune, Inc. Common Stock",NYSE,N,N,EVMN,Active
EVN,Eaton Vance Municipal Income Trust Common Stock,NYSE,N,N,EVN,Active
EVOX,Evolution Global Acquisition Corp - Class A Ordinary Shares,NASDAQ,N,N,EVOX,Active
EVOXW,Evolution Global Acquisition Corp - Warrants,NASDAQ,N,N,EVOXW,Active
EVR,Evercore Inc. Class A Common Stock,NYSE,N,N,EVR,Active
EVRG,"Evergy, Inc. - Common Stock",NASDAQ,N,N,EVRG,Active
EVTC,"Evertec, Inc. Common Stock",NYSE,N,N,EVTC,Active
EVTL,Vertical Aerospace Ltd. Ordinary Shares,NYSE,N,N,EVTL,Active
EW,Edwards Lifesciences Corporation Common Stock,NYSE,N,N,EW,Active
EWBC,"East West Bancorp, Inc. - Common Stock",NASDAQ,N,N,EWBC,Active
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",NASDAQ,N,N,EWTX,Active
EXC,Exelon Corporation - Common Stock,NASDAQ,N,N,EXC,Active
EXE,Expand Energy Corporation - Common Stock,NASDAQ,N,N,EXE,Active
EXEL,"Exelixis, Inc. - Common Stock",NASDAQ,N,N,EXEL,Active
EXFY,"Expensify, Inc. - Class A Common Stock",NASDAQ,N,N,EXFY,Active
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),NYSE,N,N,EXK,Active
EXLS,"ExlService Holdings, Inc. - Common Stock",NASDAQ,N,N,EXLS,Active
EXOD,"Exodus Movement, Inc. Class A Common Stock",NYSE American,N,N,EXOD,Active
EXOZ,eXoZymes Inc. - Common Stock,NASDAQ,N,N,EXOZ,Active
EXP,Eagle Materials Inc Common Stock,NYSE,N,N,EXP,Active
EXPD,"Expeditors International of Washington, Inc. Common Stock",NYSE,N,N,EXPD,Active
EXPE,"Expedia Group, Inc. - Common Stock",NASDAQ,N,N,EXPE,Active
EXPO,"Exponent, Inc. - Common Stock",NASDAQ,N,N,EXPO,Active
EXR,Extra Space Storage Inc Common Stock,NYSE,N,N,EXR,Active
EXTR,"Extreme Networks, Inc. - Common Stock",NASDAQ,N,N,EXTR,Active
EXYN,"Exyn Technologies, Inc. - Common Stock",NASDAQ,N,N,EXYN,Active
EYE,"National Vision Holdings, Inc. - Common Stock",NASDAQ,N,N,EYE,Active
EYPT,"EyePoint, Inc. - Common Stock",NASDAQ,N,N,EYPT,Active
EZGO,EZGO Technologies Ltd. - Ordinary Shares,NASDAQ,N,N,EZGO,Active
EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",NASDAQ,N,N,EZPW,Active
EZRA,"Reliance Global Group, Inc. - Common Stock",NASDAQ,N,N,EZRA,Active
F,Ford Motor Company Common Stock,NYSE,N,N,F,Active
FA,First Advantage Corporation - Common Stock,NASDAQ,N,N,FA,Active
FABC,"Fabric.AI, Inc. - Common Stock",NASDAQ,N,N,FABC,Active
FAC,Factorial Energy Inc. - Class A Common Stock,NASDAQ,N,N,FAC,Active
FACT,FACT II Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,FACT,Active
FAF,First American Corporation (New) Common Stock,NYSE,N,N,FAF,Active
FAMI,"Farmmi, Inc. - Class A Ordinary Shares",NASDAQ,N,N,FAMI,Active
FANG,"Diamondback Energy, Inc. - Common Stock",NASDAQ,N,N,FANG,Active
FAST,Fastenal Company - Common Stock,NASDAQ,N,N,FAST,Active
FATE,"Fate Therapeutics, Inc. - Common Stock",NASDAQ,N,N,FATE,Active
FATN,"FatPipe, Inc. - common stock",NASDAQ,N,N,FATN,Active
FBGL,FBS Global Limited - Ordinary Shares,NASDAQ,N,N,FBGL,Active
FBIN,"Fortune Brands Innovations, Inc. Common Stock",NYSE,N,N,FBIN,Active
FBIO,"Fortress Biotech, Inc. - Common Stock",NASDAQ,N,N,FBIO,Active
FBIZ,"First Business Financial Services, Inc. - Common Stock",NASDAQ,N,N,FBIZ,Active
FBK,FB Financial Corporation Common Stock,NYSE,N,N,FBK,Active
FBLA,"FB Bancorp, Inc. - Common Stock",NASDAQ,N,N,FBLA,Active
FBLG,"FibroBiologics, Inc. - Common Stock",NASDAQ,N,N,FBLG,Active
FBNC,First Bancorp - Common Stock,NASDAQ,N,N,FBNC,Active
FBP,First BanCorp. New Common Stock,NYSE,N,N,FBP,Active
FBRT,"Franklin BSP Realty Trust, Inc. Common Stock",NYSE,N,N,FBRT,Active
FBRX,"Forte Biosciences, Inc.  - Common Stock",NASDAQ,N,N,FBRX,Active
FBYD,"Falcon's Beyond Global, Inc. - Class A Common Stock",NASDAQ,N,N,FBYD,Active
FBYDW,"Falcon's Beyond Global, Inc. - Warrants",NASDAQ,N,N,FBYDW,Active
FC,Franklin Covey Company Common Stock,NYSE,N,N,FC,Active
FCAP,"First Capital, Inc. - Common Stock",NASDAQ,N,N,FCAP,Active
FCBC,"First Community Bankshares, Inc. - Common Stock",NASDAQ,N,N,FCBC,Active
FCBM,"First Carolina Financial Services, Inc. Common Stock",NYSE,N,N,FCBM,Active
FCCO,First Community Corporation - Common Stock,NASDAQ,N,N,FCCO,Active
FCEL,"FuelCell Energy, Inc. - Common Stock",NASDAQ,N,N,FCEL,Active
FCF,First Commonwealth Financial Corporation Common Stock,NYSE,N,N,FCF,Active
FCFS,"FirstCash Holdings, Inc. - Common Stock",NASDAQ,N,N,FCFS,Active
FCHL,Fitness Champs Holdings Limited - Ordinary Shares,NASDAQ,N,N,FCHL,Active
FCN,"FTI Consulting, Inc. Common Stock",NYSE,N,N,FCN,Active
FCNCA,"First Citizens BancShares, Inc. - Class A Common Stock",NASDAQ,N,N,FCNCA,Active
FCPT,"Four Corners Property Trust, Inc. Common Stock",NYSE,N,N,FCPT,Active
FCRS,FutureCrest Acquisition Corp. Class A Ordinary Shares,NYSE,N,N,FCRS,Active
FCUV,Focus Universal Inc. - Common Stock,NASDAQ,N,N,FCUV,Active
FCX,"Freeport-McMoRan, Inc. Common Stock",NYSE,N,N,FCX,Active
FDBC,"Fidelity D & D Bancorp, Inc. - Common Stock",NASDAQ,N,N,FDBC,Active
FDMT,"4D Molecular Therapeutics, Inc. - Common Stock",NASDAQ,N,N,FDMT,Active
FDS,FactSet Research Systems Inc. Common Stock,NYSE,N,N,FDS,Active
FDSB,"Fifth District Bancorp, Inc. - Common Stock",NASDAQ,N,N,FDSB,Active
FDX,FedEx Corporation Common Stock,NYSE,N,N,FDX,Active
FDXF,"FedEx Freight Holding Company, Inc. Common Stock",NYSE,N,N,FDXF,Active
FE,FirstEnergy Corp. Common Stock,NYSE,N,N,FE,Active
FEAM,"5E Advanced Materials, Inc. - Common Stock",NASDAQ,N,N,FEAM,Active
FEBO,Fenbo Holdings Limited - Class A Ordinary Shares,NASDAQ,N,N,FEBO,Active
FEED,"ENvue Medical, Inc. - Common Stock",NASDAQ,N,N,FEED,Active
FEIM,"Frequency Electronics, Inc. - Common Stock",NASDAQ,N,N,FEIM,Active
FELE,"Franklin Electric Co., Inc. - Common Stock",NASDAQ,N,N,FELE,Active
FEMY,Femasys Inc. - Common Stock,NASDAQ,N,N,FEMY,Active
FENC,Fennec Pharmaceuticals Inc. - Common Stock,NASDAQ,N,N,FENC,Active
FER,Ferrovial N.V. - Ordinary Shares,NASDAQ,N,N,FER,Active
FERA,Fifth Era Acquisition Corp I - Class A Ordinary Shares,NASDAQ,N,N,FERA,Active
FERG,Ferguson Enterprises Inc. Common Stock,NYSE,N,N,FERG,Active
FET,"Forum Energy Technologies, Inc. Common Stock",NYSE,N,N,FET,Active
FF,FutureFuel Corp.  Common shares,NYSE,N,N,FF,Active
FFAI,Faraday Future Intelligent Electric Inc. - Class A Common Stock,NASDAQ,N,N,FFAI,Active
FFBC,First Financial Bancorp. - Common Stock,NASDAQ,N,N,FFBC,Active
FFIN,"First Financial Bankshares, Inc. - Common Stock",NASDAQ,N,N,FFIN,Active
FFIV,"F5, Inc. - Common Stock",NASDAQ,N,N,FFIV,Active
FG,"F&G Annuities & Life, Inc. Common Stock",NYSE,N,N,FG,Active
FGBI,"First Guaranty Bancshares, Inc. - Common Stock",NASDAQ,N,N,FGBI,Active
FGI,FGI Industries Ltd. - Ordinary Shares,NASDAQ,N,N,FGI,Active
FGII,FG Imperii Acquisition Corp. - Class A Ordinary Shares,NASDAQ,N,N,FGII,Active
FGIIW,FG Imperii Acquisition Corp. - Warrants,NASDAQ,N,N,FGIIW,Active
FGL,Founder Group Limited - Class A Ordinary Shares,NASDAQ,N,N,FGL,Active
FGNX,FG Nexus Inc. - Common Stock,NASDAQ,N,N,FGNX,Active
FHB,"First Hawaiian, Inc. - Common Stock",NASDAQ,N,N,FHB,Active
FHI,"Federated Hermes, Inc. Common Stock",NYSE,N,N,FHI,Active
FHN,First Horizon Corporation Common Stock,NYSE,N,N,FHN,Active
FHTX,Foghorn Therapeutics Inc. - Common Stock,NASDAQ,N,N,FHTX,Active
FIBK,"First Interstate BancSystem, Inc. - Common Stock",NASDAQ,N,N,FIBK,Active
FICO,Fair Isaac Corporation Common Stock,NYSE,N,N,FICO,Active
FIEE,"FiEE, Inc - Common Stock",NASDAQ,N,N,FIEE,Active
FIG,"Figma, Inc. Class A Common Stock",NYSE,N,N,FIG,Active
FIGR,"Figure Technology Solutions, Inc. - Class A Common Stock",NASDAQ,N,N,FIGR,Active
FIGS,"FIGS, Inc. Class A Common Stock",NYSE,N,N,FIGS,Active
FIGX,FIGX Capital Acquisition Corp. - Class A ordinary share,NASDAQ,N,N,FIGX,Active
FINW,FinWise Bancorp - Common Stock,NASDAQ,N,N,FINW,Active
FIP,FTAI Infrastructure Inc. - Common Stock,NASDAQ,N,N,FIP,Active
FIRY,Firy Inc. Class A Common Stock,NYSE,N,N,FIRY,Active
FIS,"Fidelity National Information Services, Inc. Common Stock",NYSE,N,N,FIS,Active
FISI,"Financial Institutions, Inc. - Common Stock",NASDAQ,N,N,FISI,Active
FISN,"Deep Fission, Inc. - Common Stock",NASDAQ,N,N,FISN,Active
FISV,"Fiserv, Inc. - Common Stock",NASDAQ,N,N,FISV,Active
FITB,Fifth Third Bancorp Common Stock,NYSE,N,N,FITB,Active
FIVE,"Five Below, Inc. - Common Stock",NASDAQ,N,N,FIVE,Active
FIVN,"Five9, Inc. - Common Stock",NASDAQ,N,N,FIVN,Active
FIX,"Comfort Systems USA, Inc. Common Stock",NYSE,N,N,FIX,Active
FIZZ,National Beverage Corp. - Common Stock,NASDAQ,N,N,FIZZ,Active
FJET,"Starfighters Space, Inc. Common Stock",NYSE American,N,N,FJET,Active
FKWL,Franklin Wireless Corp. - common stock,NASDAQ,N,N,FKWL,Active
FLD,"Fold Holdings, Inc. - Class A Common Stock",NASDAQ,N,N,FLD,Active
FLEX,Flex Ltd. - Ordinary Shares,NASDAQ,N,N,FLEX,Active
FLG,"Flagstar Bank, N.A. Common Stock",NYSE,N,N,FLG,Active
FLGT,"Fulgent Genetics, Inc. - Common Stock",NASDAQ,N,N,FLGT,Active
